Date,State,District,Disease,Cases,Deaths
2023-09-11,Assam,Charaideo,Acute Diarrheal Disease,36,0
2023-09-11,Maharashtra,Amravati,Dengue,10,1
2023-09-11,Maharashtra,Beed,Dengue,5,1
2023-09-11,Maharashtra,Latur,Dengue,4,0
2023-09-11,Maharashtra,Parbhani,Dengue,24,1
2023-09-11,Manipur,Imphal West,Encephalitis Sydrome / JE,1,1
2023-09-11,Uttar Pradesh,Sonbhadra,Malaria,46,0
2023-09-12,Chhattisgarh,Raigarh,Acute Diarrheal Disease,37,0
2023-09-12,Jammu And Kashmir,Udhampur,Dengue,157,0
2023-09-12,Karnataka,Chitradurga,Acute Diarrheal Disease,18,0
2023-09-12,Maharashtra,Nashik,Food Poisoning,40,0
2023-09-12,Maharashtra,Raigad,Malaria,4,1
2023-09-12,Manipur,Imphal West,Chickenpox,0,0
2023-09-13,Assam,Karbi Anglong,Dengue,23,0
2023-09-13,Bihar,Banka,Dengue,60,0
2023-09-13,Bihar,Jehanabad,Measles,10,0
2023-09-13,Bihar,Sitamarhi,Acute Diarrheal Disease,75,0
2023-09-13,Chhattisgarh,Bilaspur,Cholera,14,0
2023-09-13,Jharkhand,Deoghar,Dengue,60,0
2023-09-14,Arunachal Pradesh,Papum Pare,Rabies,1,1
2023-09-14,Bihar,Jehanabad,Dengue,35,0
2023-09-14,Jammu And Kashmir,Kupwara,Hepatitis/Jaundice,8,0
2023-09-14,Madhya Pradesh,Guna,Chickenpox,6,0
2023-09-14,Maharashtra,Aurangabad,Fever of Unknown Origin,14,1
2023-09-14,Maharashtra,Beed,Fever of Unknown Origin,5,1
2023-09-14,Maharashtra,Thane,Malaria,3,1
2023-09-14,Meghalaya,East Khasi Hills,Measles,63,0
2023-09-14,Odisha,Ganjam,Mumps,36,0
2023-09-15,Jharkhand,Khunti,Chickenpox,17,0
2023-09-15,Madhya Pradesh,Dhar,Typhoid,6,0
2023-09-15,Madhya Pradesh,Tikamgarh,Acute Diarrheal Disease,58,3
2023-09-15,Maharashtra,Jalgaon,Dengue,40,1
2023-09-15,Maharashtra,Thane,Dengue,7,1
2023-09-15,Maharashtra,Washim,Dengue,9,0
2023-09-15,Nagaland,Kiphire,Dengue,59,0
2023-09-15,Odisha,Koraput,Food Poisoning,12,0
2023-09-15,Odisha,Sambalpur,Acute Diarrheal Disease,7,0
2023-09-16,Assam,Dibrugarh,Chickenpox,5,1
2023-09-16,Assam,Golaghat,Acute Diarrheal Disease,6,0
2023-09-16,Jammu And Kashmir,Baramulla,Hepatitis/Jaundice,24,0
2023-09-16,Jammu And Kashmir,Shopian,Mumps,26,0
2023-09-16,Karnataka,Ballari,Acute Diarrheal Disease,43,0
2023-09-16,Maharashtra,Chandrapur,Dengue,9,1
2023-09-17,Andhra Pradesh,Tirupati,Acute Diarrheal Disease,143,0
2023-09-17,Karnataka,Yadgir,Acute Diarrheal Disease,11,0
2023-09-17,Madhya Pradesh,Rewa,Acute Diarrheal Disease,16,1
2023-09-17,Tamil Nadu,Namakkal,Acute Diarrheal Disease,63,1
2023-09-18,Assam,Dibrugarh,Measles,27,0
2023-09-18,Assam,Lakhimpur,Acute Diarrheal Disease,105,0
2023-09-18,Assam,Majuli,Acute Diarrheal Disease,43,0
2023-09-18,Jammu And Kashmir,Pulwama,Hepatitis/Jaundice,16,0
2023-09-18,Jammu And Kashmir,Rajouri,Dengue,35,0
2023-09-18,Maharashtra,Chandrapur,Malaria,14,1
2023-09-18,Odisha,Balangir,Acute Diarrheal Disease,15,0
2023-09-19,Assam,Dhemaji,Acute Diarrheal Disease,74,0
2023-09-19,Chhattisgarh,Durg,Cholera,46,0
2023-09-19,Meghalaya,West Jaintia Hills,Rabies,1,1
2023-09-20,Assam,Goalpara,Acute Diarrheal Disease,60,0
2023-09-20,Assam,Marigaon,Acute Diarrheal Disease,36,0
2023-09-20,Assam,Udalguri,Acute Diarrheal Disease,39,0
2023-09-20,Bihar,Samastipur,Acute Diarrheal Disease,100,0
2023-09-20,Chhattisgarh,Janjgir- Champa,Acute Diarrheal Disease,22,0
2023-09-20,Chhattisgarh,Raipur,Cholera,49,0
2023-09-20,Jammu And Kashmir,Kupwara,Hepatitis/Jaundice,11,0
2023-09-20,Jharkhand,Dumka,Dengue,20,0
2023-09-20,Karnataka,Raichur,Dengue,15,0
2023-09-20,Kerala,Thrissur,Measles,34,0
2023-09-20,Maharashtra,Nanded,Dengue,12,0
2023-09-20,Maharashtra,Parbhani,Dengue,6,1
2023-09-20,Odisha,Baleshwar,Acute Diarrheal Disease,27,0
2023-09-20,Odisha,Boudh,Acute Diarrheal Disease,57,0
2023-09-21,Assam,Nalbari,Acute Diarrheal Disease,111,0
2023-09-21,Karnataka,Davangere,Acute Diarrheal Disease,25,0
2023-09-21,Maharashtra,Beed,Dengue,5,1
2023-09-21,Maharashtra,Parbhani,Dengue,13,1
2023-09-21,Odisha,Kendujhar,Food Poisoning,11,0
2023-09-21,Tamil Nadu,Tiruvannamal Ai,Fever With Rash,8,0
2023-09-22,Assam,Golaghat,Acute Diarrheal Disease,24,0
2023-09-22,Kerala,Palakkad,Hepatitis/Jaundice,10,0
2023-09-22,Maharashtra,Nanded,Dengue,10,0
2023-09-22,Maharashtra,Thane,Dengue,5,1
2023-09-22,Odisha,Koraput,Acute Diarrheal Disease,14,0
2023-09-23,Gujarat,Chhotaudepur,Acute Diarrheal Disease,15,0
2023-09-23,Madhya Pradesh,Sehore,Scrub Typhus,6,0
2023-09-24,Kerala,Palakkad,Hepatitis/Jaundice,11,1
2023-09-26,Madhya Pradesh,Hoshangabad,Leptospirosis,8,0
2023-09-27,Madhya Pradesh,Satna,Measles,9,0
2023-09-27,Maharashtra,Nanded,Dengue,6,1
2023-09-30,Assam,Nalbari,Acute Diarrheal Disease,8,0
2023-10-03,Manipur,Jiribam,Malaria,6,0
2023-10-04,Bihar,Gopalganj,Typhoid,10,0
2023-10-04,Kerala,Kozhikode,Acute Diarrheal Disease,120,0
2023-10-04,Kerala,Palakkad,Mumps,11,0
2023-10-09,Andhra Pradesh,Visakhapatan Am,Food Poisoning,13,0
2023-10-09,Madhya Pradesh,Katni,Acute Diarrheal Disease,7,0
2023-10-10,Madhya Pradesh,Shahdol,Acute Diarrheal Disease,5,0
2023-10-10,Maharashtra,Nanded,Dengue,11,0
2023-10-11,Maharashtra,Nanded,Dengue,12,0
2023-10-11,Maharashtra,Thane,Dengue,10,0
2023-10-12,Jharkhand,Sahebganj,Acute Diarrheal Disease,13,0
2023-10-12,Madhya Pradesh,Rajgarh,Dengue,15,0
2023-10-12,Madhya Pradesh,Rajgarh,Dengue,5,0
2023-10-13,Chhattisgarh,Raigarh,Acute Diarrheal Disease,27,0
2023-10-13,Jammu And Kashmir,Kathua,Chikungunya,39,0
2023-10-13,Kerala,Malappuram,Chickenpox,15,0
2023-10-13,Madhya Pradesh,Bhopal,Dengue,22,0
2023-10-13,Punjab,Faridkot,Chickenpox,44,0
2023-10-14,Assam,Udalguri,Food Poisoning,7,0
2023-10-14,Maharashtra,Aurangabad,Dengue,5,0
2023-10-14,Odisha,Kendujhar,Food Poisoning,39,0
2023-10-15,Arunachal Pradesh,Papumpare,Scrub Typhus,34,0
2023-10-15,Karnataka,Chikkamagalu Ru,Fever of Unknown Origin,17,0
2023-10-16,Chhattisgarh,Kabirdham,Acute Diarrheal Disease,14,0
2023-10-16,Jharkhand,West Singhbhum,Malaria,64,0
2023-10-16,Madhya Pradesh,Morena,Dengue,71,0
2023-10-16,Maharashtra,Beed,Dengue,5,0
2023-10-16,Maharashtra,Dhule,Dengue,18,1
2023-10-16,Maharashtra,Nanded,Dengue,8,0
2023-10-16,Maharashtra,Nanded,Dengue,6,0
2023-10-16,Maharashtra,Parbhani,Dengue,19,1
2023-10-17,Jharkhand,Dumka,Dengue,9,0
2023-10-17,Kerala,Malappuram,Food Poisoning,25,0
2023-10-17,Maharashtra,Dhule,Dengue,12,1
2023-10-17,Maharashtra,Osmanabad,Dengue,11,1
2023-10-18,Arunachal Pradesh,Papum Pare,Rabies,4,1
2023-10-18,Chhattisgarh,Bemetara,Acute Diarrheal Disease,44,0
2023-10-18,Chhattisgarh,Mohla Manpur Ambagarh Chouki,Acute Diarrheal Disease,38,0
2023-10-18,Karnataka,Raichur,Dengue,27,0
2023-10-18,Kerala,Palakkad,Measles,10,0
2023-10-18,Madhya Pradesh,Morena,Dengue,18,0
2023-10-18,Madhya Pradesh,Neemuch,Dengue,29,0
2023-10-18,Maharashtra,Kolhapur,Chikungunya,145,0
2023-10-18,Maharashtra,Nagpur,Dengue,9,1
2023-10-18,Maharashtra,Thane,Dengue,1,1
2023-10-18,Odisha,Sambalpur,Acute Diarrheal Disease,46,0
2023-10-19,Gujarat,Valsad,Food Poisoning,7,0
2023-10-19,Haryana,Palwal,Diphtheria,8,4
2023-10-19,Jammu And Kashmir,Baramulla,Acute Diarrheal Disease,79,0
2023-10-19,Kerala,Palakkad,Hepatitis/Jaundice,24,0
2023-10-19,Madhya Pradesh,Barwani,Acute Diarrheal Disease,5,0
2023-10-19,Maharashtra,Beed,Dengue,5,1
2023-10-19,Odisha,Koraput,Measles,6,0
2023-10-20,Jharkhand,Pakur,Acute Diarrheal Disease,15,0
2023-10-20,Karnataka,Uttar Kannad,Leptospirosis,1,1
2023-10-20,Madhya Pradesh,Bhopal,Fever of Unknown Origin,26,0
2023-10-20,Madhya Pradesh,Mandla,Dengue,8,0
2023-10-20,Maharashtra,Gadchiroli,Dengue,3,1
2023-10-21,Jammu And Kashmir,Srinagar,Mumps,11,0
2023-10-21,Jharkhand,Koderma,Food Poisoning,54,0
2023-10-21,Jharkhand,Simdega,Dengue,49,0
2023-10-21,Karnataka,Chitradurga,Chikungunya,36,0
2023-10-23,Maharashtra,Nandurbar,Dengue,16,0
2023-10-25,Bihar,Saran,Dengue,8,0
2023-10-25,Bihar,Siwan,Dengue,25,0
2023-10-26,Chhattisgarh,Bilaspur,Acute Diarrheal Disease,10,0
2023-10-26,Jharkhand,Khunti,Fever With Rash,15,0
2023-10-27,Kerala,Palakkad,Mumps,74,0
2023-10-27,Maharashtra,Ahmednagar,Dengue,26,1
2023-10-27,Meghalaya,West Jaintia Hills,Dengue,42,0
2023-10-28,Kerala,Ernakulam,Acute Diarrheal Disease,34,0
2023-10-29,Madhya Pradesh,Indore,Dengue,96,0
2023-10-29,Uttar Pradesh,Jhansi,Food Poisoning,649,0
2023-10-30,Bihar,Jehanabad,Dengue,39,0
2023-10-30,Haryana,Nuh,Encephalitis Sydrome / JE,10,4
2023-10-30,Karnataka,Bengaluru Rural,Rabies,1,1
2023-10-30,Karnataka,Raichur,Dengue,20,0
2023-10-30,Maharashtra,Beed,Dengue,5,1
2023-10-30,Maharashtra,Thane,Dengue,3,1
2023-10-31,Kerala,Kannur,Zika Virus,5,0
2023-10-31,Kerala,Kottayam,Acute Diarrheal Disease,18,0
2023-10-31,Kerala,Pathanamthitt A,Dengue,12,0
2023-10-31,Madhya Pradesh,Indore,Fever of Unknown Origin,25,0
2023-10-31,Madhya Pradesh,Shivpuri,Dengue,38,0
2023-10-31,Mizoram,Serchhip,Food Poisoning,36,0
2023-10-31,West Bengal,Birbhum,Acute Diarrheal Disease,43,0
2023-11-01,Jharkhand,West Singhbhum,Malaria,7,0
2023-11-01,Kerala,Ernakulam,Shigellosis,11,0
2023-11-01,Kerala,Malappuram,Hepatitis/Jaundice,4,0
2023-11-01,Maharashtra,Nandurbar,Dengue,11,0
2023-11-01,Meghalaya,South West Khasi Hills,Hepatitis/Jaundice,15,0
2023-11-02,Jammu And Kashmir,Kupwara,Mumps,14,0
2023-11-02,Karnataka,Mandya,Rabies,1,1
2023-11-02,Madhya Pradesh,Khargone,Measles,5,0
2023-11-02,Madhya Pradesh,Rajgarh,Dengue,9,0
2023-11-02,Maharashtra,Kolhapur,Zika Virus,5,0
2023-11-02,Manipur,Bishnupur,Acute Diarrheal Disease,23,0
2023-11-02,Tamil Nadu,Sivaganga,Mumps,15,0
2023-11-03,Jharkhand,Jamtara,Acute Diarrheal Disease,67,0
2023-11-03,Karnataka,Vijayapura,Rabies,1,1
2023-11-03,Maharashtra,Sangli,Dengue,6,0
2023-11-04,Andhra Pradesh,Chittoor,Acute Diarrheal Disease,36,0
2023-11-04,Assam,Biswanath,Rabies,1,1
2023-11-04,Haryana,Panchkula,Acute Diarrheal Disease,151,1
2023-11-04,Jharkhand,Jamtara,Chickenpox,10,0
2023-11-04,Maharashtra,Beed,Dengue,5,1
2023-11-04,Manipur,Imphal West,Measles,9,0
2023-11-05,Jharkhand,Dumka,Dengue,9,0
2023-11-05,Maharashtra,Ahmednagar,Acute Diarrheal Disease,179,0
2023-11-05,Odisha,Cuttack,Acute Diarrheal Disease,14,0
2023-11-05,Odisha,Dhenkanal,Acute Diarrheal Disease,7,0
2023-11-05,Uttar Pradesh,Chandauli,Chickenpox,14,0
2023-11-06,Assam,Darrang,Measles,6,0
2023-11-06,Gujarat,Sabarkantha,Hepatitis/Jaundice,26,0
2023-11-06,Kerala,Thiruvananth Apuram,Hepatitis/Jaundice,9,0
2023-11-06,Meghalaya,West Khasi Hills,Scrub Typhus,17,0
2023-11-06,Odisha,Bargarh,Food Poisoning,30,0
2023-11-06,West Bengal,Birbhum,Acute Diarrheal Disease,65,1
2023-11-07,Assam,Dibrugarh,Acute Diarrheal Disease,36,0
2023-11-07,Karnataka,Hassan,Acute Diarrheal Disease,21,0
2023-11-07,Madhya Pradesh,Shajapur,Measles,14,0
2023-11-08,Assam,Chirang,Measles,6,0
2023-11-08,Assam,Jorhat,Acute Diarrheal Disease,14,0
2023-11-08,Chhattisgarh,Kabirdham,Acute Diarrheal Disease,13,0
2023-11-08,Gujarat,Gandhinagar,Acute Diarrheal Disease,29,0
2023-11-08,Gujarat,Mahisagar,Acute Diarrheal Disease,6,0
2023-11-08,Jharkhand,Saraikela Kharsawan,Acute Diarrheal Disease,16,0
2023-11-08,Karnataka,Bengaluru Rural,Acute Diarrheal Disease,28,0
2023-11-08,Kerala,Ernakulam,Hepatitis/Jaundice,10,0
2023-11-08,Kerala,Palakkad,Acute Diarrheal Disease,13,0
2023-11-08,Madhya Pradesh,Satna,Acute Diarrheal Disease,27,0
2023-11-08,Maharashtra,Nagpur,Scrub Typhus,3,1
2023-11-08,Maharashtra,Satara,Dengue,16,0
2023-11-09,Kerala,Pathanamthitt A,Food Poisoning,18,0
2023-11-09,Madhya Pradesh,Bhopal,Scrub Typhus,11,0
2023-11-09,Maharashtra,Osmanabad,Dengue,31,1
2023-11-10,Jammu And Kashmir,Udhampur,Chikungunya,5,0
2023-11-10,Jharkhand,Khunti,Measles,7,0
2023-11-10,Karnataka,Ramanagara,Acute Diarrheal Disease,15,0
2023-11-10,Kerala,Kasaragod,Hepatitis/Jaundice,81,0
2023-11-10,Odisha,Bargarh,Acute Diarrheal Disease,8,0
2023-11-10,Odisha,Mayurbhanj,Acute Diarrheal Disease,13,0
2023-11-11,Chhattisgarh,Raigarh,Acute Diarrheal Disease,18,0
2023-11-11,Madhya Pradesh,Chhatarpur,Chickenpox,6,0
2023-11-13,Kerala,Kollam,Acute Diarrheal Disease,14,0
2023-11-13,Kerala,Kozhikode,Hepatitis/Jaundice,21,1
2023-11-13,Kerala,Thiruvananth Apuram,Zika Virus,1,0
2023-11-13,Odisha,Deogarh,Acute Diarrheal Disease,38,0
2023-11-14,Jammu And Kashmir,Baramulla,Chickenpox,8,0
2023-11-14,Odisha,Cuttack,Acute Diarrheal Disease,24,0
2023-11-14,Tamil Nadu,Virudhunagar,Leptospirosis,13,0
2023-11-14,West Bengal,Purba Bardhaman,Acute Diarrheal Disease,40,0
2023-11-16,Jharkhand,Saraikela Kharsawan,Chickenpox,7,0
2023-11-17,Kerala,Kozhikode,Hepatitis/Jaundice,14,1
2023-11-18,Jammu And Kashmir,Srinagar,Hepatitis/Jaundice,11,0
2023-11-18,Mizoram,Lunglei,Food Poisoning,11,0
2023-11-19,Chhattisgarh,Raigarh,Acute Diarrheal Disease,127,0
