Col_0,Col_1,Col_2,Col_3,Col_4,Col_5,Col_6,Col_7,Col_8,Col_9,Col_10,Col_11,Col_12,Col_13,Col_14
KL/KAJ/2022/50/993,Kerala,Kannur,Food Poisoning,179,00,10-12-22,13-12-22,Under Surveillance,,"Cases reported from CHC Pappinissery, PHC",,2882454301676010303.pdf
KL/KAJ/2022/50/994,Kerala,Malappuram,Hepatitis A,49,00,11-11-22,19-12-22,Under Surveillance,,Cases reported from Tirurangadi Municipal,,2882454301676010303.pdf
MH/KAJ/2022/50/995,Maharashtra,Nanded,Acute Diarrheal Disease,121,0,15-12-2022,15-12-2022,Under Control,,"Cases reported from PO-Shimpala, Taluka-",,2882454301676010303.pdf
TL/KAJ/2022/50/996,Telangana,Nirmal,Food Poisoning,16,00,15-12-22,16-12-22,Under Control,,"Cases reported from ZPHS (Girls) Khanapur,",,2882454301676010303.pdf
CT/BLD/2022/51/999,Chhattisgarh,Balod,Acute Diarrheal Disease,15,00,19-12-2022,20-12-2022,Under Control,,Cases reported from village Khanharpuri,,37421173271676361045.pdf
HR/PNP/2022/51/1000,Haryana,Panipat,Measles,07,00,03-12-22,20-12-22,Under Control,,"Cases reported from Area VPO Jattal, Shiv",,37421173271676361045.pdf
KN/DVA/2022/51/1001,Karnataka,Davangere,Leptospirosis,01,01,19-12-22,20-12-22,Under Surveillance,,"Cases reported from Village Suresh Nagara,",,37421173271676361045.pdf
KN/DKK/2022/51/1002,Karnataka,Dakhina Kannada,Leptospirosis,01,01,24-11-22,20-12-22,Under Control,,"Cases reported from Village/PHC/CHC Sarve,",,37421173271676361045.pdf
KN/KPP/2022/51/1003,Karnataka,Koppal,Food Poisoning,20,00,19-12-22,20-12-22,Under Control,,Cases reported from Village Alawandi Village,,37421173271676361045.pdf
KN/MNY/2022/51/1004,Karnataka,Mandya,Chickenpox,37,00,19-12-22,20-12-22,Under Surveillance,,"Cases reported from Village Chinakuralli,",,37421173271676361045.pdf
KN/TUM/2022/51/1005,Karnataka,Tumkur,Food Poisoning,80,00,15-12-22,20-12-22,Under Surveillance,,Cases reported from Village/PHC/CHC SS,,37421173271676361045.pdf
KN/TUM/2022/51/1006,Karnataka,Tumkur,Fever & URTI,16,00,10-12-22,22-12-22,Under Surveillance,,"Cases reported from Village Aralikerehalli,",,37421173271676361045.pdf
KL/ERN/2022/51/1007,Kerala,Ernakulam,Food Poisoning,23,00,18-12-22,26-12-22,Under Control,,"Cases reported from Ezhikkala, PHC",,37421173271676361045.pdf
KL/CNR/2022/51/1008,Kerala,Kannur,Food Poisoning,37,00,19-12-22,20-12-22,Under Surveillance,,"Cases reported from Village Makreri, SC",,37421173271676361045.pdf
KL/TRC/2022/51/1009,Kerala,Thrissur,Acute Gastro- Enteritis,22,00,05-12-22,27-12-22,Under Surveillance,,"Cases reported from CHC Thiruvilwamala,",,37421173271676361045.pdf
TL/NRL/2022/51/1010,Telangana,Nirmal,Acute Diarrheal Disease,16,00,17-12-2022,19-12-2022,Under Control,,"Cases reported from ZPHS, Khanapur, Pembi",,37421173271676361045.pdf
TL/ADL/2022/51/1011,Telangana,Adilabad,Acute Diarrheal Disease,35,00,25-12-22,26-12-22,Under Control,,Cases reported from Kasturba Ghandi Balika,,37421173271676361045.pdf
MH/KOP/2022/51/1014,Maharashtra,Kolhapur,Acute Diarrheal Disease,16,00,07-12-2022,Under Control,,"Cases reported from PO- Khadule, SC: Kirave, PHC: Niwade,",,37421173271676361045.pdf,
MH/KOP/2022/51/1015,Maharashtra,Kolhapur,Acute Diarrheal Disease,50,00,05-12-2022,Under Control,,"Cases reported from PO- Blewadi masa/Allabad, SC: Blewadi",,37421173271676361045.pdf,
MH/RGD/2022/51/1016,Maharashtra,Raigad,Leptospirosis,28,01,25-11-2022,Under Control,,"Cases reported from PO- Chinchoti, PHC- Revdanda, Taluka",,37421173271676361045.pdf,
PN/POM/2022/51/1017,Puducherry,Puducherry,Chickenpox,15,00,30-11-2022,Under Control,,Cases reported with fever and rash. The index case 6 yr old,,37421173271676361045.pdf,
UP/LKW/2022/51/1018,Uttar Pradesh,Lucknow,Chickenpox,05,00,09-12-2022,Under Control,,"Cases reported from village- Kesari Kheda, Kudha,",,37421173271676361045.pdf,
KN/CKR/2022/52/1019,Karnataka,Chikkaballapura,Fever,15,00,24-12-22,30-12-22,Under Control,,"Cases reported from Village S Devaganahalli,",,54855544991676459270.pdf
KN/SHI/2022/52/1020,Karnataka,Shivamogga,Food Poisoning,25,00,26-12-22,28-12-22,Under Surveillance,,"Cases reported from Village Dasakoppa,",,54855544991676459270.pdf
KN/TUM/2022/52/1021,Karnataka,Tumkur,Fever & URTI,25,00,26-12-22,26-12-22,Under Surveillance,,Cases reported from Village Mahalakshmi,,54855544991676459270.pdf
KN/TUM/2022/52/1022,Karnataka,Tumkur,Chickenpox,12,00,25-12-22,29-12-22,Under Surveillance,,"Cases reported from Village Kote Beedi, SC",,54855544991676459270.pdf
KL/ERN/2022/52/1023,Kerala,Ernakulam,Food Poisoning,16,00,26-12-22,26-12-22,Under Control,,"Cases reported from Malayidamthuruth,",,54855544991676459270.pdf
KL/PTH/2022/52/1024,Kerala,Pathanamthitta,Food Poisoning,23,00,29-12-22,02-01-22,Under Surveillance,,"Cases reported from SC Keezhvaipur, Ward",,54855544991676459270.pdf
MH/KOP/2022/52/1025,Maharashtra,Kolhapur,Acute Diarrheal Disease,44,2,28-12-2021,28-12-2021,Under Control,,"Cases reported from PO- Shindewadi, SC-",,54855544991676459270.pdf
AP/WGD/2021/02/0006,Andhra Pradesh,West Godavari,Convulsions of Unknown cause,29,00,17-01-21,,,17-01-21,Under Control,,"Cases reported from Village Pulla, PHC Pulla,",,65498445311614162134.pdf
PN/PON/2021/02/0007,Puducherry,Puducherry,Dengue,06,00,11-01-21,,,11-01-21,Under Surveillance,,Cases reported from Puducherry district. 06 blood,,65498445311614162134.pdf
KL/CNR/2021/02/0009,Kerala,Cannanore (Kannur),Visceral Leishmaniasis,01,00,25-10-20,Under Control,,"Cases reported from Keezhpally, Aralam Farm. Cases",,65498445311614162134.pdf,,,
KL/CNR/2021/02/0010,Kerala,Cannanore (Kannur),Acute Diarrheal Disease,16,00,09-12-20,Under Control,,"Cases reported from Panoor, PHC Thripangottur And PHC",,65498445311614162134.pdf,,,
MH/GOD/2021/02/0011,Maharashtra,Gondia,Acute Diarrheal Disease,194,00,07-01-21,Under Control,,"Cases reported from Arjunimorgaon Channabakti, Bondgaon",,65498445311614162134.pdf,,,
MH/STA/2021/02/0012,Maharashtra,Satara,Dengue,08,00,28-12-20,Under Surveillance,,"Cases reported from Village/SC Enkul, PHC Katarkhatav,",,65498445311614162134.pdf,,,
TN/TVL/2021/02/0013,Tamil Nadu,Thiruvallur,Diphtheria,01,00,04-01-21,Under Surveillance,,"Cases reported from Village Pondhavakkam Colony, HSC",,65498445311614162134.pdf,,,
KN/GDG/2021/03/0014,Karnataka,Gadag,Influenza A H3N2,93,00,13-01-21,,,20-01-21,Under Control,,"Cases reported from Village Arahunasi, SC",,74204773541614676896.pdf
KN/TUM/2021/03/0015,Karnataka,Tumkur,Influenza A H3N2,15,00,17-01-21,,,21-01-20,Under Control,,"Cases reported from Village Thannenahalli,",,74204773541614676896.pdf
KN/RCR/2021/03/0016,Karnataka,Raichur,Acute Diarrheal Disease,13,00,20-01-20,,,21-01-20,Under Control,,"Cases reported from Village Belaguraki,",,74204773541614676896.pdf
KN/CKR/2021/03/0017,Karnataka,Chickaballapura,Acute Diarrheal Disease,61,00,24-01-21,,,24-01-21,Under Control,,Cases reported from Villages Byappanahalli &,,74204773541614676896.pdf
KN/BGK/2021/03/0018,Karnataka,Bagalkot,Chikungunya,18,00,17-01-21,18-01-21,Under Control,,"Cases reported from Village Somalapur,",,74204773541614676896.pdf,,
KN/BEL/2021/03/0019,Karnataka,Ballari,Acute Diarrheal Disease,18,01,20-01-21,21-01-21,Under Control,,"Cases reported from urban area - Ward No-16,",,74204773541614676896.pdf,,
KN/BEL/2021/03/0020,Karnataka,Ballari,Acute Diarrheal Disease,19,00,24-01-21,24-01-21,Under Control,,Cases reported from Village Mincheri Kurubara,,74204773541614676896.pdf,,
KL/THI/2021/03/0021,Kerala,Trivandrum,Food Poisoning,28,00,18-01-21,24-01-21,Under Control,,"Cases reported from Govt. Nursing College,",,74204773541614676896.pdf,,
MH/GAD/2021/03/0022,Maharashtra,Gadchiroli,Malaria,02,01,20-01-21,21-01-21,Under Control,,"Cases reported from Village Gumadi, SC",,74204773541614676896.pdf,,
PB/PTL/2021/03/0023,Punjab,Patiala,Acute Diarrheal Disease,41,00,18-01-21,19-01-21,Under Control,,"Cases reported from Star Enclave & Urban Estate,",,74204773541614676896.pdf,,
WB/NCP/2021/03/0024,West Bengal,North 24 Parganas,Acute Diarrheal Disease,62,00,18-01-21,20-01-21,Under Control,,"Cases reported from Ward No-25, Barasat",,74204773541614676896.pdf,,
AP/PRA/2021/05/0039,Andhra Pradesh,Prakasam,Dog Bite,01,01,29-01-21,,,02-02-21,Under Control,,The deceased was a 55 year old female who,,4197231291617278271.pdf
AS/KAD/2021/05/0040,Assam,Karbianglog (Diphu),Food Poisoning,202,00,02-02-21,,,03-02-21,Under Control,,"Cases reported from Village Diphu Urban, DMCH",,4197231291617278271.pdf
BH/SUP/2021/05/0041,Bihar,Supaul,Food Poisoning,40,00,07-02-21,,,08-02-21,Under Control,,"Cases reported from Village Triveniganj, Pratapur",,4197231291617278271.pdf
HP/BLR/2021/05/0042,Himachal Pradesh,Bilaspur,Acute Diarrheal Disease,309,00,06-02-21,,,06-02- 21,Under Surveillance,,"Cases reported from Village Diara Sector,",,4197231291617278271.pdf
KN/CMN/2021/05/0044,Karnataka,Chamarajanagara,Chikungunya,15,00,02-01-21,,,06-02-21,Under Surveillance,,"Cases reported from Village Handrakalli Mole,",,4197231291617278271.pdf
KN/HAS/2021/05/0045,Karnataka,Hassan,Acute Diarrheal Disease,14,00,01-02-21,,,03-02-21,Under Control,,Cases reported from Village M. Hunasinakere,,4197231291617278271.pdf
MH/STA/2021/05/0058,Maharashtra,Satara,Dysentery,44,00,10-01-21,Under Surveillance,,"Cases reported from Village, SC Korivale, PHC Indoli, Block",,4197231291617278271.pdf,,,
AP/ANT/2021/06/0059,Andhra Pradesh,Anantapur,Food Poisoning,53,00,11-02-21,,,11-02-21,Under Control,,Cases reported from Vivekananda Junior College,,63739555761617691316.pdf,
AS/NGO/2021/06/0060,Assam,Nagaon,Chickenpox,41,00,12-02-21,,,13-02-21,Under Surveillance,,Cases reported from Village Rahadhala,,63739555761617691316.pdf,
JK/DOD/2021/06/0061,Jammu & Kashmir,Doda,Enteric Fever (Typhoid),130,00,08-02-21,,,13-02-21,Under Surveillance,,"Cases reported from Medical College Hostel,",,63739555761617691316.pdf,
JH/ESI/2021/06/0062,Jharkhand,East Singhbhum,Chickenpox,10,00,08-02-21,,,08-02-21,Under Surveillance,,"Cases reported from Village Haludbani, PHC",,63739555761617691316.pdf,
JH/SIM/2021/06/0063,Jharkhand,Simdega,Chickenpox,22,00,07-02-21,,,13-02-21,Under Surveillance,,"Cases reported from Village Harapani, HSc",,63739555761617691316.pdf,
KN/DHA/2021/06/0064,Karnataka,Dharwad,Dengue,03,00,09-02-21,09-02-21,Under Control,,,,"Cases reported from Village Mandihal, PHC",,63739555761617691316.pdf,
KN/DVA/2021/06/0065,Karnataka,Davanagere,Leptospirosis,01,00,09-02-21,09-02-21,,Under,,,"Case reported from Village & SC Khatalagere,",,63739555761617691316.pdf,
MH/STA/2021/06/0066,Maharashtra,Satara,Chikungunya,19,00,05-02-21,11-02-21,Under Control,,,,"Cases reported from Village & SC Mundhe, PHC",,63739555761617691316.pdf,
MH/THN/2021/06/0067,Maharashtra,Thane,Chikungunya,02,00,30-01-21,08-02-21,Under Surveillance,,,,"Cases reported from Village Vadarwadi, Ravaji",,63739555761617691316.pdf,
PN/PON/2021/06/0068,Puducherry,Puducherry,Food Poisoning,36,00,16-02-21,16-02-21,Under Surveillance,,,,"Cases reported from Village Govindapent, Senthil",,63739555761617691316.pdf,
WB/HGL/2021/06/0069,West Bengal,Hooghly,Cholera,97,00,06-02-21,07-02-21,Under Surveillance,,,,"Cases reported from Ward No-29, Municipality",,63739555761617691316.pdf,
OR/SBP/2021/06/0071,Odisha,Subarnapur,Chickenpox,16,00,20-01-21,,,,Under,,,"Cases reported from Village Babupalli, Block Ullunda, SC",,63739555761617691316.pdf
OR/BHD/2021/07/0079,Odisha,Bhadrak,Food Poisoning,42,00,18-02-21,19-02-21,Under Control,,"Cases reported from Village Beherasahi, CHC",,40381941051618291545.pdf
OR/KEN/2021/07/0080,Odisha,Kendrapara,Food Poisoning,47,00,21-02-21,22-02-21,Under Control,,Cases reported from Village Nimapur & Matia,,40381941051618291545.pdf
TN/MDR/2021/07/0081,Tamil Nadu,Madurai,Diphtheria,01,00,16-02-21,17-02-21,Under Surveillance,,"Case reported from Village & HSC Thirunagar,",,40381941051618291545.pdf
UK/GAR/2021/07/0082,Uttarakhand,Pauri Garhwal,Hepatitis A,05,00,20-01-21,27-01- 2021,Under Control,,Cases reported from Village Uppar Chopra. 05,,40381941051618291545.pdf
MH/STA/2021/07/0084,Maharashtra,Satara,Dengue,19,00,16-12-20,Under Control,,"Cases reported from Village & SC Aatake, PHC Kale, Block",,40381941051618291545.pdf,
PB/KPR/2021/08/0091,Punjab,Kapurthala,Food Poisoning,28,00,25-02-21,26-02-21,Under Control,,"Cases reported from PTU Hostel, Kapurthala.",,92677823771621846952.pdf
PN/PON/2021/08/0092,Puducherry,Puducherry,Acute Diarrheal Disease,108,00,22-02-21,22-02-21,Under Control,,"Cases reported from Village Govindanpet, PHC",,92677823771621846952.pdf
TN/PUD/2021/08/0093,Tamil Nadu,Pudukottai,Acute Diarrheal Disease,41,00,22-02-21,22-02-21,Under Surveillance,,"Cases reported from Village Atchanayakkanpatti,",,92677823771621846952.pdf
AS/BPT/2021/09/0108,Assam,Barpeta,Acute Flaccid Paralysis,01,00,20-02-21,,,Under Surveillance,,,,"Case reported from Village No. 4 Baghmara Char, PHC",,70486229221621846974.pdf
AS/BPT/2021/09/0109,Assam,Barpeta,Acute Diarrheal Disease,01,00,21-02-21,,,Under Control,,,,"Cases reported from Village Bagona, SC Hatinapur, PHC",,70486229221621846974.pdf
AS/LKM/2021/09/0110,Assam,Lakhimpur,Measles,01,00,28-02-21,,,,Under,,,"Case reported from Village Kothalguri, SC Uriamguri, BPHC",,70486229221621846974.pdf
KL/ERN/2021/09/0111,Kerala,Ernakulam,Acute Diarrheal Disease,26,00,24-02-21,,,Under Surveillance,,,,"Cases reported from Village & PHC Ayyampuzha, Block",,70486229221621846974.pdf
KL/ERN/2021/09/0112,Kerala,Ernakulam,Shigella,03,00,24-02-21,Under Surveillance,,"Cases reported from Village, PHC & Block Kalady. Cases",,70486229221621846974.pdf,,,,
KL/KOZ/2021/09/0113,Kerala,Kozhikode,Shigellosis,03,00,26-02-21,Under Surveillance,,"Cases reported from Village, HSC, PHC Kayana, Block",,70486229221621846974.pdf,,,,
KL/CNR/2021/09/0114,Kerala,Cannanore (Kannur),Hepatitis-A,12,00,09-02-21,Under Surveillance,,"Cases reported from Village Purathekad, FWC Palayam, FHC",,70486229221621846974.pdf,,,,
WB/HGL/2021/09/0115,West Bengal,Hooghly,Cholera,51,00,26-02-21,Under Surveillance,,"Cases reported from Village Bhumijpara, Rashpur,",,70486229221621846974.pdf,,,,
AS/NCH/2021/10/0116,Assam,Dima Hasao,Rabies,01,01,07-03-21,,,10-03-21,Under Surveillance,,The deceased was a 28 year old male who,,30875961491622115622.pdf,,
BH/JAH/2021/10/0117,Bihar,Jahanabad,Chicken Pox,13,00,07-03-21,,,12-03-21,Under Control,,"Cases reported from Village Birrah, SC Tilkai,",,30875961491622115622.pdf,,
MH/KOP/2021/10/0118,Maharashtra,Kolhapur,Chikungunya,06,00,10-03-21,,,10-03-21,Under Control,,"Cases reported from AP Sangwadewadi, SC",,30875961491622115622.pdf,,
TN/MDR/2021/10/0119,Tamil Nadu,Madurai,Diphtheria,01,01,07-03-21,,,09-03-21,Under Control,,The deceased was a 45 year old female who,,30875961491622115622.pdf,,
WB/HGL/2021/10/0120,West Bengal,Hooghly,Cholera,09,00,06-03-21,,,08-03-21,Under Surveillance,,"Cases reported from Village Prabatipur,",,30875961491622115622.pdf,,
WB/HGL/2021/10/0121,West Bengal,Hooghly,Acute Diarrheal Disease,43,00,08-03-21,10-03-21,Under Surveillance,,"Cases reported from Village Chiladangi Bag Para,",,,,,,30875961491622115622.pdf
WB/MDN/2021/10/0122,West Bengal,Purba Medinipur,Food Poisoning,95,00,12-03-21,12-03-21,Under Control,,"Cases reported from Village Monaharpur,",,,,,,30875961491622115622.pdf
WB/MDN/2021/10/0123,West Bengal,Purba Medinipur,Food Poisoning,186,00,10-03-21,10-03-21,Under Control,,"Cases reported from Village Kumarchak, SC",,,,,,30875961491622115622.pdf
AP/ANT/2021/11/0126,Andhra Pradesh,Ananthapur,Food Poisoning,05,00,15-03-21,,,16-03-21,Under Control,,"Cases reported from Nyamaddala (V),",,75398645741622451261.pdf
HR/PNP/2021/11/0127,Haryana,Panipat,Diphtheria,01,00,17-03-21,,,22-03-21,Under Control,,"Cases reported from Village Jurasi Khasa, PHC",,75398645741622451261.pdf
HR/FBD/2021/11/0128,Haryana,Faridabad,Chickenpox,05,00,18-03-21,,,22-03-21,Under Control,,"Cases reported from PHC Bhadkhal, CHC",,75398645741622451261.pdf
JH/WSI/2021/11/0129,Jharkhand,West Singhbhum,Chickenpox,14,00,15-03-21,,,16-03-21,Under Surveillance,,"Cases reported from Village Chota Jaipur, HSC",,75398645741622451261.pdf
JH/WSI/2021/11/0130,Jharkhand,West Singhbhum,Chickenpox,08,00,18-03-21,,,19-03-21,Under Surveillance,,"Cases reported from Village Chadai, HSC",,75398645741622451261.pdf
MH/BNR/2021/11/0131,Maharashtra,Bhandara,Food Poisoning,88,01,15-03-21,18-03-21,Under Control,,"Cases reported from Village Bhendala, SC",,75398645741622451261.pdf,,
MG/WKH/2021/11/0132,Meghalaya,West Khasi Hills,Acute Diarrheal Disease,37,00,12-03-21,17-03-21,Under Surveillance,,"Cases reported from Village Teihnongbah,",,75398645741622451261.pdf,,
WB/PRL/2021/11/0133,West Bengal,Puruliya,Acute Diarrheal Disease,255,00,16-03-21,17-03-21,Under Surveillance,,"Cases reported from Village Kalsa, Kashipur, SC",,75398645741622451261.pdf,,
OR/NAB/2021/12/0141,Odisha,Nawarangpur,Chickenpox,05,00,25-03-21,27-03-21,,Under,,,"Cases reported from Village Rajamatu, SC",,59880574731623130107.pdf
OR/AGL/2021/12/0142,Odisha,Angul,Food Poisoning,127,00,24-03-21,25-03-21,Under Control,,,,"Cases reported from Village Rodasingha, GP/SC",,59880574731623130107.pdf
WB/SPG/2021/12/0143,West Bengal,South 24 Parganas,Acute Diarrheal Disease,57,00,25-03-21,31-03-21,Under Surveillance,,,,"Cases reported from PLB Bhata, SONA Bhata,",,59880574731623130107.pdf
WB/MDN/2021/12/0144,West Bengal,Purba Medinipur,Food Poisoning,503,00,24-03-21,25-03-21,Under Control,,,,"Cases reported from Area Kumarchak Jana,",,59880574731623130107.pdf
WB/SPG/2021/12/0145,West Bengal,South 24 Parganas,Acute Diarrheal Disease,32,00,22-03-21,25-03-21,Under Surveillance,,,,Cases reported from Villages Katra Monohorpur,,59880574731623130107.pdf
KL/ERN/2021/13/0149,Kerala,Ernakulam,Acute Diarrheal Disease,19,00,28-03-21,,,05-04-21,Under Surveillance,,"Cases reported from Village Kochi Corporation,",,97509421901623653932.pdf
KL/ERN/2021/13/0150,Kerala,Ernakulam,Food Poisoning,19,00,24-03-21,,,05-04-21,Under Control,,"Cases reported from Village Thevara, PHC UPHC",,97509421901623653932.pdf
KL/AGL/2021/13/0151,Odisha,Angul,Food Poisoning,24,00,01-04-21,,,06-04-21,Under Control,,"Cases reported from Village Dalasingha, GP/SC",,97509421901623653932.pdf
OR/KDL/2021/13/0152,Odisha,Kandhamal,Acute Diarrheal Disease,10,00,04-04-21,,,13-04-21,Under Control,,"Cases reported from Village Colony Sahi, CHC K.",,97509421901623653932.pdf
TN/MDR/2021/13/0153,Tamil Nadu,Madurai,Diphtheria,01,00,30-03-21,,,04-04-21,Under Surveillance,,Case reported from Village & HSC Quide Millath,,97509421901623653932.pdf
MG/EKH/2021/14/0164,Meghalaya,East Khasi Hills,Acute Diarrheal Disease,08,00,05-04-21,08-04-21,Under Surveillance,,"Cases reported from Village Riwai, PHC",,94994875221624427606.pdf
WB/BWN/2021/14/0165,West Bengal,Burdhaman,Acute Diarrheal Disease,41,00,06-04-21,07-04-21,Under Surveillance,,Cases reported from Purba Bardhaman/,,94994875221624427606.pdf
WB/HGL/2021/14/0166,West Bengal,Hooghly,Cholera,25,00,07-04-21,08-04-21,Under Surveillance,,"Cases reported from Boso (Unni Sagar Par),",,94994875221624427606.pdf
WB/HWR/2021/14/0167,West Bengal,Howrah,Acute Diarrheal Disease,31,00,05-04-21,06-04-21,Under Surveillance,,Cases reported from Village Choudhuripara &,,94994875221624427606.pdf
AS/JRT/2021/14/0168,Assam,Jorhat,Rubella,01,00,24-03-21,Under Surveillance,,"Case reported from SC Baruah Gaon, BPHC Karanga,",,94994875221624427606.pdf,
AS/JRT/2021/15/0169,Meghalaya,East Garo Hills,Acute Diarrheal Disease,24,00,09-04-21,,,12-04-21,Under Control,,Cases reported from Village Williamnagar Civil,,50142595531625035099.pdf
AS/JRT/2021/15/0170,West Bengal,South 24 Parganas,Acute Diarrheal Disease,120,01,04-04-21,,,04-04-21,Under Surveillance,,"Cases reported from Villages – Shib-1 Bhata,",,50142595531625035099.pdf
AS/JRT/2021/15/0171,West Bengal,South 24 Parganas,Acute Diarrheal Disease,55,00,22-04-21,,,23-04-21,Under Surveillance,,"Cases reported from Village –Baroghoradal, GP",,50142595531625035099.pdf
